"TIME","GEO","AGE","AGEDEF","UNIT","SEX","Value","Flag and Footnotes"
"2008","Norway","Total","Age in completed years","Number","Total","12,976","b"
"2008","Switzerland","Total","Age in completed years","Number","Total","86,130",""
"2008","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2008","Belarus","Total","Age in completed years","Number","Total",":",""
"2008","Moldova","Total","Age in completed years","Number","Total",":",""
"2008","Russia","Total","Age in completed years","Number","Total",":",""
"2008","San Marino","Total","Age in completed years","Number","Total",":",""
"2008","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2008","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2008","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2008","Armenia","Total","Age in completed years","Number","Total",":",""
"2008","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2009","Belgium","Total","Age in completed years","Number","Total",":",""
"2009","Bulgaria","Total","Age in completed years","Number","Total",":",""
"2009","Czechia","Total","Age in completed years","Number","Total","61,782",""
"2009","Denmark","Total","Age in completed years","Number","Total","39,899",""
"2009","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","286,582","b"
"2009","Estonia","Total","Age in completed years","Number","Total","4,658",""
"2009","Ireland","Total","Age in completed years","Number","Total","69,672",""
"2009","Greece","Total","Age in completed years","Number","Total","43,686",""
"2009","Spain","Total","Age in completed years","Number","Total","380,121",""
"2009","France","Total","Age in completed years","Number","Total","264,631",""
"2009","Croatia","Total","Age in completed years","Number","Total","12,355",""
"2009","Italy","Total","Age in completed years","Number","Total","80,597",""
"2009","Cyprus","Total","Age in completed years","Number","Total","4,797","b"
"2009","Latvia","Total","Age in completed years","Number","Total","38,208",""
"2009","Lithuania","Total","Age in completed years","Number","Total","38,500",""
"2009","Luxembourg","Total","Age in completed years","Number","Total","9,168",""
"2009","Hungary","Total","Age in completed years","Number","Total","10,483",""
"2009","Malta","Total","Age in completed years","Number","Total","3,868",""
"2009","Netherlands","Total","Age in completed years","Number","Total","92,825","b"
"2009","Austria","Total","Age in completed years","Number","Total","53,244",""
"2009","Poland","Total","Age in completed years","Number","Total","229,320","b"
"2009","Portugal","Total","Age in completed years","Number","Total","16,899",""
"2009","Romania","Total","Age in completed years","Number","Total","246,626",""
"2009","Slovenia","Total","Age in completed years","Number","Total","18,788",""
"2009","Slovakia","Total","Age in completed years","Number","Total","1,979",""
"2009","Finland","Total","Age in completed years","Number","Total","12,151",""
"2009","Sweden","Total","Age in completed years","Number","Total","39,240",""
"2009","United Kingdom","Total","Age in completed years","Number","Total","368,177",""
"2009","Iceland","Total","Age in completed years","Number","Total","6,874","b"
"2009","Liechtenstein","Total","Age in completed years","Number","Total","455",""
"2009","Norway","Total","Age in completed years","Number","Total","17,072",""
"2009","Switzerland","Total","Age in completed years","Number","Total","86,036",""
"2009","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2009","Belarus","Total","Age in completed years","Number","Total",":",""
"2009","Moldova","Total","Age in completed years","Number","Total",":",""
"2009","Russia","Total","Age in completed years","Number","Total",":",""
"2009","San Marino","Total","Age in completed years","Number","Total",":",""
"2009","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2009","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2009","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2009","Armenia","Total","Age in completed years","Number","Total",":",""
"2009","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2010","Belgium","Total","Age in completed years","Number","Total","66,013","b"
"2010","Bulgaria","Total","Age in completed years","Number","Total",":",""
"2010","Czechia","Total","Age in completed years","Number","Total","61,069",""
"2010","Denmark","Total","Age in completed years","Number","Total","41,456",""
"2010","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","252,456",""
"2010","Estonia","Total","Age in completed years","Number","Total","5,294",""
"2010","Ireland","Total","Age in completed years","Number","Total","78,099",""
"2010","Greece","Total","Age in completed years","Number","Total","62,041","b"
"2010","Spain","Total","Age in completed years","Number","Total","403,377",""
"2010","France","Total","Age in completed years","Number","Total","269,531","b"
"2010","Croatia","Total","Age in completed years","Number","Total","13,017",""
"2010","Italy","Total","Age in completed years","Number","Total","78,771",""
"2010","Cyprus","Total","Age in completed years","Number","Total","4,293",""
"2010","Latvia","Total","Age in completed years","Number","Total","39,651",""
"2010","Lithuania","Total","Age in completed years","Number","Total","83,157",""
"2010","Luxembourg","Total","Age in completed years","Number","Total","9,302",""
"2010","Hungary","Total","Age in completed years","Number","Total","13,365","b"
"2010","Malta","Total","Age in completed years","Number","Total","4,201",""
"2010","Netherlands","Total","Age in completed years","Number","Total","95,970",""
"2010","Austria","Total","Age in completed years","Number","Total","51,651",""
"2010","Poland","Total","Age in completed years","Number","Total","218,126",""
"2010","Portugal","Total","Age in completed years","Number","Total","23,760",""
"2010","Romania","Total","Age in completed years","Number","Total","197,985",""
"2010","Slovenia","Total","Age in completed years","Number","Total","15,937",""
"2010","Slovakia","Total","Age in completed years","Number","Total","1,889",""
"2010","Finland","Total","Age in completed years","Number","Total","11,905",""
"2010","Sweden","Total","Age in completed years","Number","Total","48,853",""
"2010","United Kingdom","Total","Age in completed years","Number","Total","339,306",""
"2010","Iceland","Total","Age in completed years","Number","Total","5,459",""
"2010","Liechtenstein","Total","Age in completed years","Number","Total","428",""
"2010","Norway","Total","Age in completed years","Number","Total","25,835",""
"2010","Switzerland","Total","Age in completed years","Number","Total","96,839",""
"2010","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2010","Belarus","Total","Age in completed years","Number","Total",":",""
"2010","Moldova","Total","Age in completed years","Number","Total",":",""
"2010","Russia","Total","Age in completed years","Number","Total",":",""
"2010","San Marino","Total","Age in completed years","Number","Total",":",""
"2010","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2010","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2010","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2010","Armenia","Total","Age in completed years","Number","Total",":",""
"2010","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2011","Belgium","Total","Age in completed years","Number","Total","84,148","b"
"2011","Bulgaria","Total","Age in completed years","Number","Total",":",""
"2011","Czechia","Total","Age in completed years","Number","Total","55,910","b"
"2011","Denmark","Total","Age in completed years","Number","Total","41,593",""
"2011","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","249,045",""
"2011","Estonia","Total","Age in completed years","Number","Total","6,214",""
"2011","Ireland","Total","Age in completed years","Number","Total","83,049","b"
"2011","Greece","Total","Age in completed years","Number","Total","92,404",""
"2011","Spain","Total","Age in completed years","Number","Total","409,034",""
"2011","France","Total","Age in completed years","Number","Total","291,594",""
"2011","Croatia","Total","Age in completed years","Number","Total","12,699",""
"2011","Italy","Total","Age in completed years","Number","Total","82,461",""
"2011","Cyprus","Total","Age in completed years","Number","Total","4,895",""
"2011","Latvia","Total","Age in completed years","Number","Total","30,311",""
"2011","Lithuania","Total","Age in completed years","Number","Total","53,863",""
"2011","Luxembourg","Total","Age in completed years","Number","Total","9,264",""
"2011","Hungary","Total","Age in completed years","Number","Total","15,100",""
"2011","Malta","Total","Age in completed years","Number","Total","3,806",""
"2011","Netherlands","Total","Age in completed years","Number","Total","104,201",""
"2011","Austria","Total","Age in completed years","Number","Total","51,197",""
"2011","Poland","Total","Age in completed years","Number","Total","265,798",""
"2011","Portugal","Total","Age in completed years","Number","Total","43,998",""
"2011","Romania","Total","Age in completed years","Number","Total","195,551",""
"2011","Slovenia","Total","Age in completed years","Number","Total","12,024",""
"2011","Slovakia","Total","Age in completed years","Number","Total","1,863","b"
"2011","Finland","Total","Age in completed years","Number","Total","12,660",""
"2011","Sweden","Total","Age in completed years","Number","Total","51,179",""
"2011","United Kingdom","Total","Age in completed years","Number","Total","350,703",""
"2011","Iceland","Total","Age in completed years","Number","Total","4,812",""
"2011","Liechtenstein","Total","Age in completed years","Number","Total","467",""
"2011","Norway","Total","Age in completed years","Number","Total","20,349",""
"2011","Switzerland","Total","Age in completed years","Number","Total","96,494","b"
"2011","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2011","Belarus","Total","Age in completed years","Number","Total",":",""
"2011","Moldova","Total","Age in completed years","Number","Total",":",""
"2011","Russia","Total","Age in completed years","Number","Total",":",""
"2011","San Marino","Total","Age in completed years","Number","Total",":",""
"2011","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2011","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2011","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2011","Armenia","Total","Age in completed years","Number","Total",":",""
"2011","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2012","Belgium","Total","Age in completed years","Number","Total","93,600",""
"2012","Bulgaria","Total","Age in completed years","Number","Total","16,615","bp"
"2012","Czechia","Total","Age in completed years","Number","Total","46,106",""
"2012","Denmark","Total","Age in completed years","Number","Total","43,663",""
"2012","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","240,001",""
"2012","Estonia","Total","Age in completed years","Number","Total","6,321",""
"2012","Ireland","Total","Age in completed years","Number","Total","81,797",""
"2012","Greece","Total","Age in completed years","Number","Total","124,694",""
"2012","Spain","Total","Age in completed years","Number","Total","446,606",""
"2012","France","Total","Age in completed years","Number","Total","255,922",""
"2012","Croatia","Total","Age in completed years","Number","Total","12,877",""
"2012","Italy","Total","Age in completed years","Number","Total","106,216",""
"2012","Cyprus","Total","Age in completed years","Number","Total","18,105",""
"2012","Latvia","Total","Age in completed years","Number","Total","25,163",""
"2012","Lithuania","Total","Age in completed years","Number","Total","41,100",""
"2012","Luxembourg","Total","Age in completed years","Number","Total","10,442",""
"2012","Hungary","Total","Age in completed years","Number","Total","22,880",""
"2012","Malta","Total","Age in completed years","Number","Total","4,005",""
"2012","Netherlands","Total","Age in completed years","Number","Total","110,431",""
"2012","Austria","Total","Age in completed years","Number","Total","51,812",""
"2012","Poland","Total","Age in completed years","Number","Total","275,603",""
"2012","Portugal","Total","Age in completed years","Number","Total","51,958",""
"2012","Romania","Total","Age in completed years","Number","Total","170,186",""
"2012","Slovenia","Total","Age in completed years","Number","Total","14,378",""
"2012","Slovakia","Total","Age in completed years","Number","Total","2,003",""
"2012","Finland","Total","Age in completed years","Number","Total","13,845",""
"2012","Sweden","Total","Age in completed years","Number","Total","51,747",""
"2012","United Kingdom","Total","Age in completed years","Number","Total","321,217",""
"2012","Iceland","Total","Age in completed years","Number","Total","4,758",""
"2012","Liechtenstein","Total","Age in completed years","Number","Total","439",""
"2012","Norway","Total","Age in completed years","Number","Total","22,693",""
"2012","Switzerland","Total","Age in completed years","Number","Total","103,881",""
"2012","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2012","Belarus","Total","Age in completed years","Number","Total",":",""
"2012","Moldova","Total","Age in completed years","Number","Total",":",""
"2012","Russia","Total","Age in completed years","Number","Total",":",""
"2012","San Marino","Total","Age in completed years","Number","Total",":",""
"2012","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2012","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2012","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2012","Armenia","Total","Age in completed years","Number","Total",":",""
"2012","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2013","Belgium","Total","Age in completed years","Number","Total","102,657",""
"2013","Bulgaria","Total","Age in completed years","Number","Total","19,678","p"
"2013","Czechia","Total","Age in completed years","Number","Total","25,894","b"
"2013","Denmark","Total","Age in completed years","Number","Total","43,310",""
"2013","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","259,328",""
"2013","Estonia","Total","Age in completed years","Number","Total","6,740",""
"2013","Ireland","Total","Age in completed years","Number","Total","76,560",""
"2013","Greece","Total","Age in completed years","Number","Total","117,094",""
"2013","Spain","Total","Age in completed years","Number","Total","532,303",""
"2013","France","Total","Age in completed years","Number","Total","239,813",""
"2013","Croatia","Total","Age in completed years","Number","Total","15,262",""
"2013","Italy","Total","Age in completed years","Number","Total","125,735",""
"2013","Cyprus","Total","Age in completed years","Number","Total","25,227",""
"2013","Latvia","Total","Age in completed years","Number","Total","22,561",""
"2013","Lithuania","Total","Age in completed years","Number","Total","38,818",""
"2013","Luxembourg","Total","Age in completed years","Number","Total","10,750",""
"2013","Hungary","Total","Age in completed years","Number","Total","34,691",""
"2013","Malta","Total","Age in completed years","Number","Total","4,778",""
"2013","Netherlands","Total","Age in completed years","Number","Total","112,625",""
"2013","Austria","Total","Age in completed years","Number","Total","54,071",""
"2013","Poland","Total","Age in completed years","Number","Total","276,446",""
"2013","Portugal","Total","Age in completed years","Number","Total","53,786",""
"2013","Romania","Total","Age in completed years","Number","Total","161,755",""
"2013","Slovenia","Total","Age in completed years","Number","Total","13,384",""
"2013","Slovakia","Total","Age in completed years","Number","Total","2,770",""
"2013","Finland","Total","Age in completed years","Number","Total","13,893",""
"2013","Sweden","Total","Age in completed years","Number","Total","50,715",""
"2013","United Kingdom","Total","Age in completed years","Number","Total","316,934",""
"2013","Iceland","Total","Age in completed years","Number","Total","4,372",""
"2013","Liechtenstein","Total","Age in completed years","Number","Total","497",""
"2013","Norway","Total","Age in completed years","Number","Total","26,523",""
"2013","Switzerland","Total","Age in completed years","Number","Total","106,196",""
"2013","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2013","Belarus","Total","Age in completed years","Number","Total",":",""
"2013","Moldova","Total","Age in completed years","Number","Total",":",""
"2013","Russia","Total","Age in completed years","Number","Total",":",""
"2013","San Marino","Total","Age in completed years","Number","Total",":",""
"2013","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2013","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2013","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2013","Armenia","Total","Age in completed years","Number","Total",":",""
"2013","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2014","Belgium","Total","Age in completed years","Number","Total","94,573",""
"2014","Bulgaria","Total","Age in completed years","Number","Total","28,727","p"
"2014","Czechia","Total","Age in completed years","Number","Total","28,468",""
"2014","Denmark","Total","Age in completed years","Number","Total","44,426",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","324,221","e"
"2014","Estonia","Total","Age in completed years","Number","Total","4,637",""
"2014","Ireland","Total","Age in completed years","Number","Total","71,107",""
"2014","Greece","Total","Age in completed years","Number","Total","106,804","b"
"2014","Spain","Total","Age in completed years","Number","Total","400,430",""
"2014","France","Total","Age in completed years","Number","Total","308,103",""
"2014","Croatia","Total","Age in completed years","Number","Total","20,858",""
"2014","Italy","Total","Age in completed years","Number","Total","136,328",""
"2014","Cyprus","Total","Age in completed years","Number","Total","24,038",""
"2014","Latvia","Total","Age in completed years","Number","Total","19,017",""
"2014","Lithuania","Total","Age in completed years","Number","Total","36,621",""
"2014","Luxembourg","Total","Age in completed years","Number","Total","11,283",""
"2014","Hungary","Total","Age in completed years","Number","Total","42,213",""
"2014","Malta","Total","Age in completed years","Number","Total","5,108",""
"2014","Netherlands","Total","Age in completed years","Number","Total","112,900",""
"2014","Austria","Total","Age in completed years","Number","Total","53,491",""
"2014","Poland","Total","Age in completed years","Number","Total","268,299","p"
"2014","Portugal","Total","Age in completed years","Number","Total","49,572",""
"2014","Romania","Total","Age in completed years","Number","Total","172,871",""
"2014","Slovenia","Total","Age in completed years","Number","Total","14,336",""
"2014","Slovakia","Total","Age in completed years","Number","Total","3,644",""
"2014","Finland","Total","Age in completed years","Number","Total","15,486",""
"2014","Sweden","Total","Age in completed years","Number","Total","51,237",""
"2014","United Kingdom","Total","Age in completed years","Number","Total","319,086",""
"2014","Iceland","Total","Age in completed years","Number","Total","4,052",""
"2014","Liechtenstein","Total","Age in completed years","Number","Total","476",""
"2014","Norway","Total","Age in completed years","Number","Total","29,308",""
"2014","Switzerland","Total","Age in completed years","Number","Total","111,103",""
"2014","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2014","Belarus","Total","Age in completed years","Number","Total",":",""
"2014","Moldova","Total","Age in completed years","Number","Total",":",""
"2014","Russia","Total","Age in completed years","Number","Total",":",""
"2014","San Marino","Total","Age in completed years","Number","Total",":",""
"2014","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2014","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2014","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2014","Armenia","Total","Age in completed years","Number","Total",":",""
"2014","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2015","Belgium","Total","Age in completed years","Number","Total","89,794",""
"2015","Bulgaria","Total","Age in completed years","Number","Total","29,470","p"
"2015","Czechia","Total","Age in completed years","Number","Total","25,684",""
"2015","Denmark","Total","Age in completed years","Number","Total","44,625",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","347,162",""
"2015","Estonia","Total","Age in completed years","Number","Total","13,003","b"
"2015","Ireland","Total","Age in completed years","Number","Total","67,160",""
"2015","Greece","Total","Age in completed years","Number","Total","109,351",""
"2015","Spain","Total","Age in completed years","Number","Total","343,875",""
"2015","France","Total","Age in completed years","Number","Total","323,847",""
"2015","Croatia","Total","Age in completed years","Number","Total","29,651",""
"2015","Italy","Total","Age in completed years","Number","Total","146,955",""
"2015","Cyprus","Total","Age in completed years","Number","Total","17,183",""
"2015","Latvia","Total","Age in completed years","Number","Total","20,119",""
"2015","Lithuania","Total","Age in completed years","Number","Total","44,533",""
"2015","Luxembourg","Total","Age in completed years","Number","Total","12,644",""
"2015","Hungary","Total","Age in completed years","Number","Total","43,225",""
"2015","Malta","Total","Age in completed years","Number","Total","7,095",""
"2015","Netherlands","Total","Age in completed years","Number","Total","112,330",""
"2015","Austria","Total","Age in completed years","Number","Total","56,689",""
"2015","Poland","Total","Age in completed years","Number","Total","258,837","p"
"2015","Portugal","Total","Age in completed years","Number","Total","40,377",""
"2015","Romania","Total","Age in completed years","Number","Total","194,718",""
"2015","Slovenia","Total","Age in completed years","Number","Total","14,913",""
"2015","Slovakia","Total","Age in completed years","Number","Total","3,870",""
"2015","Finland","Total","Age in completed years","Number","Total","16,305",""
"2015","Sweden","Total","Age in completed years","Number","Total","55,830",""
"2015","United Kingdom","Total","Age in completed years","Number","Total","299,183",""
"2015","Iceland","Total","Age in completed years","Number","Total","4,046",""
"2015","Liechtenstein","Total","Age in completed years","Number","Total","468",""
"2015","Norway","Total","Age in completed years","Number","Total","29,173",""
"2015","Switzerland","Total","Age in completed years","Number","Total","116,631",""
"2015","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2015","Belarus","Total","Age in completed years","Number","Total",":",""
"2015","Moldova","Total","Age in completed years","Number","Total",":",""
"2015","Russia","Total","Age in completed years","Number","Total",":",""
"2015","San Marino","Total","Age in completed years","Number","Total",":",""
"2015","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2015","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2015","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2015","Armenia","Total","Age in completed years","Number","Total",":",""
"2015","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2016","Belgium","Total","Age in completed years","Number","Total","92,471",""
"2016","Bulgaria","Total","Age in completed years","Number","Total","30,570",""
"2016","Czechia","Total","Age in completed years","Number","Total","38,864",""
"2016","Denmark","Total","Age in completed years","Number","Total","52,654",""
"2016","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","533,762","be"
"2016","Estonia","Total","Age in completed years","Number","Total","13,792",""
"2016","Ireland","Total","Age in completed years","Number","Total","62,056",""
"2016","Greece","Total","Age in completed years","Number","Total","106,535",""
"2016","Spain","Total","Age in completed years","Number","Total","327,325",""
"2016","France","Total","Age in completed years","Number","Total","320,705",""
"2016","Croatia","Total","Age in completed years","Number","Total","36,436",""
"2016","Italy","Total","Age in completed years","Number","Total","157,065",""
"2016","Cyprus","Total","Age in completed years","Number","Total","14,892",""
"2016","Latvia","Total","Age in completed years","Number","Total","20,574",""
"2016","Lithuania","Total","Age in completed years","Number","Total","50,333",""
"2016","Luxembourg","Total","Age in completed years","Number","Total","13,442",""
"2016","Hungary","Total","Age in completed years","Number","Total","39,889",""
"2016","Malta","Total","Age in completed years","Number","Total","8,303",""
"2016","Netherlands","Total","Age in completed years","Number","Total","111,477",""
"2016","Austria","Total","Age in completed years","Number","Total","64,428",""
"2016","Poland","Total","Age in completed years","Number","Total","236,441","ep"
"2016","Portugal","Total","Age in completed years","Number","Total","38,273","e"
"2016","Romania","Total","Age in completed years","Number","Total","207,578",""
"2016","Slovenia","Total","Age in completed years","Number","Total","15,572",""
"2016","Slovakia","Total","Age in completed years","Number","Total","3,801",""
"2016","Finland","Total","Age in completed years","Number","Total","18,082",""
"2016","Sweden","Total","Age in completed years","Number","Total","45,878",""
"2016","United Kingdom","Total","Age in completed years","Number","Total","340,440",""
"2016","Iceland","Total","Age in completed years","Number","Total","4,159",""
"2016","Liechtenstein","Total","Age in completed years","Number","Total","522",""
"2016","Norway","Total","Age in completed years","Number","Total","34,694",""
"2016","Switzerland","Total","Age in completed years","Number","Total","120,653",""
"2016","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2016","Belarus","Total","Age in completed years","Number","Total",":",""
"2016","Moldova","Total","Age in completed years","Number","Total",":",""
"2016","Russia","Total","Age in completed years","Number","Total",":",""
"2016","San Marino","Total","Age in completed years","Number","Total",":",""
"2016","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2016","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2016","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2016","Armenia","Total","Age in completed years","Number","Total",":",""
"2016","Azerbaijan","Total","Age in completed years","Number","Total",":",""
"2017","Belgium","Total","Age in completed years","Number","Total","89,690",""
"2017","Bulgaria","Total","Age in completed years","Number","Total","31,586","p"
"2017","Czechia","Total","Age in completed years","Number","Total","27,316",""
"2017","Denmark","Total","Age in completed years","Number","Total","56,403",""
"2017","Germany (until 1990 former territory of the FRG)","Total","Age in completed years","Number","Total","560,700","be"
"2017","Estonia","Total","Age in completed years","Number","Total","12,358",""
"2017","Ireland","Total","Age in completed years","Number","Total","64,068",""
"2017","Greece","Total","Age in completed years","Number","Total","103,327",""
"2017","Spain","Total","Age in completed years","Number","Total","368,860",""
"2017","France","Total","Age in completed years","Number","Total","312,554",""
"2017","Croatia","Total","Age in completed years","Number","Total","47,352",""
"2017","Italy","Total","Age in completed years","Number","Total","155,110",""
"2017","Cyprus","Total","Age in completed years","Number","Total","15,105",""
"2017","Latvia","Total","Age in completed years","Number","Total","17,724",""
"2017","Lithuania","Total","Age in completed years","Number","Total","47,925",""
"2017","Luxembourg","Total","Age in completed years","Number","Total","13,831",""
"2017","Hungary","Total","Age in completed years","Number","Total","39,829",""
"2017","Malta","Total","Age in completed years","Number","Total","7,020",""
"2017","Netherlands","Total","Age in completed years","Number","Total","108,231",""
"2017","Austria","Total","Age in completed years","Number","Total","66,144",""
"2017","Poland","Total","Age in completed years","Number","Total","218,492","ep"
"2017","Portugal","Total","Age in completed years","Number","Total","31,753","e"
"2017","Romania","Total","Age in completed years","Number","Total","242,193","e"
"2017","Slovenia","Total","Age in completed years","Number","Total","17,555",""
"2017","Slovakia","Total","Age in completed years","Number","Total","3,466",""
"2017","Finland","Total","Age in completed years","Number","Total","16,973",""
"2017","Sweden","Total","Age in completed years","Number","Total","45,620",""
"2017","United Kingdom","Total","Age in completed years","Number","Total","359,665",""
"2017","Iceland","Total","Age in completed years","Number","Total","3,641",""
"2017","Liechtenstein","Total","Age in completed years","Number","Total","426",""
"2017","Norway","Total","Age in completed years","Number","Total","31,963",""
"2017","Switzerland","Total","Age in completed years","Number","Total","124,997",""
"2017","North Macedonia","Total","Age in completed years","Number","Total",":",""
"2017","Belarus","Total","Age in completed years","Number","Total",":",""
"2017","Moldova","Total","Age in completed years","Number","Total",":",""
"2017","Russia","Total","Age in completed years","Number","Total",":",""
"2017","San Marino","Total","Age in completed years","Number","Total",":",""
"2017","Kyrgyzstan","Total","Age in completed years","Number","Total",":",""
"2017","Tajikistan","Total","Age in completed years","Number","Total",":",""
"2017","Uzbekistan","Total","Age in completed years","Number","Total",":",""
"2017","Armenia","Total","Age in completed years","Number","Total",":",""
"2017","Azerbaijan","Total","Age in completed years","Number","Total",":",""
